Couplet,Poet
"تون پرجھندين نہ پانڌي، جا لوڏَ آ لَڪَن جي،
جا راھَ راھَ ناھي، جا آ سِڌي سنواٽي.",Sheikh Ayaz
"ڀونءِ نہ آئي ڀانءِ، اَلا مان اُڏري ويندو سانءِ،
اَلا مان اُڏري ويندو سانءِ.!",Sheikh Ayaz
"مون سان جاڙَ نہ ڪر، اي جيڏا،! سچ ٿو آءُٗ چوانءِ؛
اَلا مان اُڏري ويندو سانءِ.!",Sheikh Ayaz
"نيٺ تہ ڀانئيندين تون، ھاڻي ڀلي نہ مون کي ڀانءِ؛
اَلا مان اُڏري ويندو سانءِ.!",Sheikh Ayaz
"رھندي جيون جي جھرڻي ۾، ھن جندڙيءَ جي جھانءِ؛
اَلا مان اُڏري ويندو سانءِ.!",Sheikh Ayaz
"تو ۾، مون ۾ ڀيدُ نہ ڪوئي، اَڙي نديءَ جا نِيرَ،
اَڙي نديءَ جا نِيرَ.!",Sheikh Ayaz
"مان پڻ آھيان ڪائي جَڳ جي سندرتا جِي سيرَ،
اَڙي نديءَ جا نِيرَ.!",Sheikh Ayaz
"منھنجي من ۾ چندرما جِي آڌيءَ رات اُڪيرَ،
اَڙي ندي جا نِيرَ.!",Sheikh Ayaz
"منھنجي من ۾ تات ائين، جئن گُھلي ڏکڻ جي ھيرَ،
اَڙي نديءَ جا نِيرَ.!",Sheikh Ayaz
"ڪاريءَ رات، ڪَتيءَ جو پاڇو، ڪيئي نيڻ نياڻُ،
ڪيئي نيڻ نياڻُ.!",Sheikh Ayaz
"جَر ۾ جھرمر، گھَرو، ڪارو، پاڻيءَ جو پھراڻُ،!
ڪيئي نيڻ نياڻُ.!",Sheikh Ayaz
"منھنجي من کي موھي ويو، ھي مَنڊَ بنا مانڊاڻُ،
ڪيئي نيڻ نياڻُ.!",Sheikh Ayaz
"پُٺتي موڙ مَھار،
اَلو ميان، پُٺتي موڙ مھارَ،!",Sheikh Ayaz
"ڇو تون اورانگھي آيو آن، سانگيئڙن جي سارَ،؟
اَلو ميان، پُٺتي موڙ مَھارَ.!",Sheikh Ayaz
"ڪھڙيءَسوچ سَٽيا ھيئن لاھي، چِت تان چندن-ھارَ،؟
اَلو ميان، پُٺتي موڙ مَھارَ.!",Sheikh Ayaz
"سُرھي سيج ڇڏي تون نِڪتين، ويڙھي ڪي ويچارَ؛
اَلو ميان، پُٺتي موڙ مَھارَ.!",Sheikh Ayaz
"ڪھڙيءَ اُڻتُڻ کي اَرپي تو، تن جي تات تنوارَ،؟
اَلو ميان، پُٺتي موڙ مَھارَ.!",Sheikh Ayaz
"ڪھڙي مارڳ موھِي آھي، تنھنجي نيڻ َ نھارَ،؟
اَلو ميان، پُٺتي موڙ مَھارَ.!",Sheikh Ayaz
"اڳتي لَڪ ُ لَڪ لڱ ڪانڊاري، وِک َ وِکَ ويريء َ وارَ،
اَلو ميان،پُٺتي موڙ مَھارَ.!",Sheikh Ayaz
"ڇو نہ ڇپر ۾ ٿو تون گھارين، ڪنھن ڍولئي جي ڍارَ،؟
اَلو ميان، پُٺتي موڙ مَھارَ.!",Sheikh Ayaz
"ڪيچ وڃين ڪنھن ڪاڻ، پُنھل تون موٽِي آءُ،!
متِي رات نہ رھندي، رانول،! جيون َ مايا ماڻ:",Sheikh Ayaz
"پُنھل تون موٽِي آءُ.!
ٻيھر ھي ڀنڀورُ نہ ملندءِ، آءُ ڀُليءَ جي ڀاڻِ؛",Sheikh Ayaz
"پُنھل تون موٽِي آءُ.!
ھيءَ ڇاتِي، جا آتِي آھي، تيرَ انھيء َ تي تاڻِ؛",Sheikh Ayaz
"پُنھل تون موٽِي آءُ.!
ھي جڳ ھُو جڳ مون سان جَرڪي، مان تنھنجي چانڊاڻِ؛",Sheikh Ayaz
"روز وڪاڻِي، ھاءَ نماڻِي، وينگس وچ بازار،
اَلو ميان، وينگس وچ بازار.!",Sheikh Ayaz
"ڪَپڙا رنگبرنگي جنھن جا، چپڙا چاشني دار،
اَلو ميان، وينگس وچ بازار.!",Sheikh Ayaz
"مُنھن مُنھن آ مومل جي ماڙي، اُرھُ اُرھ اسرار،
اَلو ميان، وينگس وچ بازار.!",Sheikh Ayaz
"ھر ڪنھن ڪاڻي کي راڻي جو روپ ڏنو ڪلدار،
اَلو ميان، وينگس وچ بازار.!",Sheikh Ayaz
"ڪنھن جي واڇ کٿوري ورڇي، ھانوَ ڏني ھُٻڪار،
اَلو ميان، وينگس وچ بازار.!",Sheikh Ayaz
"پوپٽُ پوپٽ ُ اُڏري ڪنھن جِي، گانجو پي گفتار،
اَلو ميان، وينگس وچ بازار.!",Sheikh Ayaz
"ڪنھن جي کيسي مان کيڪاريو، ڪلجڳ جي ڪرتار،
اَلو ميان، وينگس وچ بازار.!",Sheikh Ayaz
"وھيء َ وھيءَ جي وَکري پرکي، ورھ ڪيا واپار،
اَلو ميان، وينگس وچ بازار.!",Sheikh Ayaz
"ممتا ماريءَ ماء ُ سِٽي ھئي، ڄائيءَ لاءِ ڄمار،
اَلو ميان، وينگس وچ بازار.!",Sheikh Ayaz
"ڪنھن ڄاتو ٿي وقت ڪندو ھيئن لوليءَ تي للڪار،
اَلو ميان، وينگس وچ بازار.!",Sheikh Ayaz
"جوڙيو آ جنسارُ بہ ڇا ڇا سڀ پالڻھار،!
اَلو ميان، وينگس وچ بازار.!",Sheikh Ayaz
"´چِيت ڪري جي چکجي ڪانھي ڪابہ ڪَڙائي يار،!`
اَلو ميان، وينگس وچ بازار.!",Sheikh Ayaz
"نانگو آھيان،نانگو يارَ.!
نانگو آھيان،نانگو يارَ.!",Sheikh Ayaz
"پھتو آھيان ڪاڪ-ڪنڌيءَ تي، چوري پنھنجو چانگو، يارَ،!
نانگو آھيان، نانگو يارَ.!",Sheikh Ayaz
"نڪتو آھيان ھن نگريءَ ۾ لاھي سِر جو سانگو، يارَ،!
نانگو آھيان، نانگو يارَ.!",Sheikh Ayaz
"مَن جو ميتُ مَھانگو مون لئہ، سارو ديس سھانگو، يارَ،!
نانگو آھيان، نانگو يارَ.!",Sheikh Ayaz
"ھِيرَ مُئي، او ھِيرَ مُئي !_
ڪير چوي ٿو ھير مئي !",Sheikh Ayaz
"رانجھوء َ وِنجھليءَ ڏانھن نھاريو.
ڪير چوي ٿو ھير مئي !",Sheikh Ayaz
"ونجھليءَ پنھنجو ھانءُ نہ ھاريو،
ڪير چوي ٿو ھير مئي.!",Sheikh Ayaz
"ڏات ڏکوئيءَ ڏونگر ڏاريو،
ڪير چوي ٿو ھير مئي.!",Sheikh Ayaz
"ڌرتيءَ ۽ آڪاشَ پُڪاريو،
ڪير چوي ٿو ھير مئي.!",Sheikh Ayaz
"پيارُ نہ مرندو، ڪيئن بہ ماريو،
ڪير چوي ٿو ھير مئي.!",Sheikh Ayaz
"ويري وِھ َ جا ٿانو َ پياريو،
ڪير چوي ٿو ھير مئي.!",Sheikh Ayaz
"ڪافر مومن ناھيان, وو, !
ڪافر مومن ناھيان.!",Sheikh Ayaz
"آء ُٗ ڀٽائي, آءُٗ درازي, ساڳيو نينھن نڀايان, وو.!
ڪافر مومن ناھيان.!",Sheikh Ayaz
"ساڳيو معنيٰ جو مَڌُ پيئان, سامي نانءُٗ سڏايان, وو.!
ڪافر مومن ناھيان.!",Sheikh Ayaz
"ساڳيا سڏ وارڻيان, يارو,! سوريءَ سيج سجايان, وو.!
ڪافر مومن ناھيان.!",Sheikh Ayaz
"رک ۾ چڻنگ چِتائي ڳوليان, باھ نئين ڀڙڪايان, وو.!
ڪافر مومن ناھيان.!",Sheikh Ayaz
"آءُٗ جواني, آءُٗ جوالا, جُڳ جُڳ کي جرڪايان, وو.!
ڪافر مومن ناھيان.!",Sheikh Ayaz
"جھوريان جھونا ڪوڙ,اَلو ميان,!ڪوٽ سوين ڪيرايان,وو.!
ڪافر مومن ناھيان.!",Sheikh Ayaz
"سَرتا,! تو لئہ سپنا آڻيان, ڪيئي عرش اَڏايان,ٖ وو.!
ڪافر مومن ناھيان.!",Sheikh Ayaz
"تو لئہ پيار ُ پِنا مان, ڌرتي,! سَئن ھڻي سِيڏايان, وو.!
ڪافر مومن ناھيان.!",Sheikh Ayaz
"نگريءَ نگريءَ جو سُک سُونجھان,پنھنجو پاڻ ڀلايان,وو.!
ڪافر مومن ناھيان.!",Sheikh Ayaz
"سڀ جو ھانءُ ھندوري لوڏيان, پنھنجي ننڊ ڦٽايان,وو.!
ڪافر مومن ناھيان.!",Sheikh Ayaz
"چيون ٖ! تنھنجو جوڳي آھيان,ڳالھيون تنھنجون ڳايان، وو.!
ڪافر مومن ناھيان.!",Sheikh Ayaz
"تنھنجيءَ پَل پَل جي پيڙا کي, وائيءَ ۾ وَرنايان، وو.!
ڪافر مومن ناھيان.!",Sheikh Ayaz
"بادل ڙي، بادل ڙي،! منھنجا نيڻ نٿا بس ڪن،!
گَجِي گجِي گھنگھور گھٽائون آگم ۾ اڀرن.!",Sheikh Ayaz
"منھنجا نيڻ نہ ٿا بس ڪن.!
سانوڻ من ڀانوڻ ۾ سرتيون،کلندي کيج وجھن،:",Sheikh Ayaz
"منھنجا نيڻ نہ ٿا بس ڪن.!
رُت آئي، رُت ويئي، جُھولي ۾ ٿا ڏينھن جھُلن،",Sheikh Ayaz
"منھنجا نيڻ نہ ٿا بس ڪن.!
مون ڳھليءَ جئن ڳولي ٿي، ڪجھ پن پن منجھ پَون،",Sheikh Ayaz
"منھنجا نيڻ نہ ٿا بس ڪن.!
ڀيڄ ڀنيءَ ڀنڀور مٿان اڄ بوندون ٿيون برسن،",Sheikh Ayaz
"منھنجا نيڻ نہ ٿا بس ڪن.!
ڪھڙي يار پنھونءَ کي چايو آڌيءَ رات اُٺن،!",Sheikh Ayaz
"منھنجا نيڻ نہ ٿا بس ڪن.!
ھاءِ ولھيءَ کي ڪيئن وساريو سُڃ  ۾ سانگيئڙن،!",Sheikh Ayaz
"منھنجا نيڻ نہ ٿا بس ڪن.!
بادل ڙي،بادل ڙي.!",Sheikh Ayaz
"ڪوئي آھي، ڪوئي آھي،!
جيڪو سچ چوي،؟",Sheikh Ayaz
"ڏينھن ڏٺي جو ھن ڏائڻ تان جيڪو گھونگھٽ لاھي،؟
جيڪو سچ چوي،؟",Sheikh Ayaz
"سانگ سياست جا سمجھي،جو ٺاھ ٺڳيءَ جا ڊاھي،
جيڪو سچ چوي،؟",Sheikh Ayaz
"اونداھيءَ سان جيڪو اُلجھي، چانڊوڪيءَ کي چاھي،
جيڪو سچ چوي،؟",Sheikh Ayaz
"سنڌڙي، مون کي سڏ تہ ڏي،! تون چُپ ڇو آھين،ڇاھي.!
جيڪو سچ چوي،؟",Sheikh Ayaz
"وڻ ۾ پنَّ ته ڪيئي آهن
پوءِ به پن پن هيکلڙو",Sheikh Ayaz
"دور ڪَدم تان پنڇيءَ وانگر
هيٺ ڏسي بَن هيکلڙو",Sheikh Ayaz
"لهرون، لُڙ، درياهه گهڻيئي
تار تري تَن هيکلڙو",Sheikh Ayaz
"ڪنهن کي آڇي،ڪنهن سان ورڇي
منُ اُتم – ڌنُ هيکلڙو",Sheikh Ayaz
"ايڏي چُپّ اپار
چڱي ته ناهي يار",Sheikh Ayaz
"جي تو وٽ ڪوئي گيت نه آ
ڪا جيءَ منجهان جهونگار",Sheikh Ayaz
"ايڏي چُپّ چڱي ته نه آهي!
ڀُڻ جهُڻ، ڪا ڀڻڪار",Sheikh Ayaz
"زنجيرن لئه زور نه آهه جي
ڪا جهيڻي جهڻڪار",Sheikh Ayaz
"ڪاري رات ابد تائين آ،
اوندههِ تارون تار",Sheikh Ayaz
"پوءِ به ٿي ڪا جيءَ جهروڪا
لُنءَ لُنءَ منجهه لغار!
",Sheikh Ayaz
"ڳاءِ وري ڪجهه ڳاءِ بانورا
ڳاءِ وري ڪجهه ڳاءِ",Sheikh Ayaz
"امرت رَس ڇلڪاءِ بانورا
ڳاءِ وري ڪجهه ڳاءِ",Sheikh Ayaz
"موت کي مات ڏني آهي ڪنهن
چاتر گياني سوچي-
",Sheikh Ayaz
"انت ته ساڳو آهي، ڪهڙي
آنا ڪاني؟ سوچي",Sheikh Ayaz
"نهر اُتي ئي، لهر ته آهي
آني جاني! سوچي",Sheikh Ayaz
"سانوريون نينگريون پنڌ ۾ ٿَڻَ لُڏن،
ڄيٺ ۾ ڄڻ پيا انب جا وَڻ لُڏن",Sheikh Ayaz
"دور ريٻاريون ڄڻ وڻنِ ٽاريون،
وائري ۾ پيا ڪيترا ڌَڻ لُڏن",Sheikh Ayaz
"ڇا اُتر جي تپت تو وساري ڇڏِي؟
روز جهولا لڳن انب جا وڻ لُڏن",Sheikh Ayaz
"پيار تنهنجو پرين ايترو ويجهڙو!
دل دَهڪِجي وَئي ڪئن نه ڏانوَڻ لُڏن",Sheikh Ayaz
"هيءَ به آ شاعري جنهن سَرءُ ڪانه آ،
روز بادل وسن روز سانوَڻ لُڏن",Sheikh Ayaz
"
پاڻ کان ڪنهن هَرڻ جيان نه ڀڄو
رڻ ۾ رهڻو آ وَڻ جيان نه ڀڄو
",Sheikh Ayaz
"سِڪَّ ۽ ڇِڪَّ ۾ رهي ويڇو
ٻار جي مُنهن ڏي ٿَڻ جيان نه ڀڄو",Sheikh Ayaz
"
آسمانن ۾ شور ٿي گهاريو
وِڄُّ وانگر وَسڻ جيان نه ڀڄو
",Sheikh Ayaz
"نه ڌڻي آ نه ڪو ڌنار آهي
مينهَن جي ڏينهن ڌَڻ جيان نه ڀڄو",Sheikh Ayaz
"پيرَ کوڙي رهو پهاڙن تي
پَٿّرن جي ڪِرَڻ جيان نه ڀڄو

",Sheikh Ayaz
"رَٿَّ روڪي وِڙهو ’اياز‘ اڃان
ڪانئرن جي ڀَڄڻ جيان نه ڀڄو
",Sheikh Ayaz
"علي الصباح که مردان به کار کار رَونَد
بلاڪشانِ محبّت به کوئي يار رَوَند
",Sheikh Ayaz
"باکَ ڦُٽيءَ جو شعر لهن ٿا
مون تي سِجَّ اُهاءُ ڪري؛",Sheikh Ayaz
"رَتُّ اُٻڙڪا کائي ٿو ايئن
ڏينهن تَتو جِئن تاءُ ڪري!",Sheikh Ayaz
"سارو وقت ته رهندو ناهين،
ويندو آنهه سماءُ ڪري!",Sheikh Ayaz
"ڪيسين ڪُوءِڪلالن جي ۾
منهنجي ڏات هُڳاءُ ڪري؟",Sheikh Ayaz
"آءٌ ته آدرڀاءُ ڪري ڪو
تنهنجو آدرڀاءُ ڪري!",Sheikh Ayaz
"منهنجا گيت ڪڏهن اي ڌرتي!
چئه، تو کان ڪو مُلهه گهُرن ٿا؟",Sheikh Ayaz
"وشِوُ* جيئن ڪو مندر آهي
ڇا اِن ۾ ڪوئي دَر آهي؟",Sheikh Ayaz
"مورتيون ۽ سڀ پوڄاري
اِن کان ٻاهر ڇو نه وڃن ٿا؟",Sheikh Ayaz
"هُونءَ وشال* لڳي ٿو، ليڪن
گهيرو ڪيڏو سوڙهو آهي!",Sheikh Ayaz
"”توڙي ڏور اُسَهڻو آهيان
آءٌ اوهان ۾ رَهڻو آهيان",Sheikh Ayaz
"پر هُو مون کي ڪونه ٻڌن ٿا
لُڙڪ اگهن ٿا، پوءِ چون ٿا",Sheikh Ayaz
"راڄ- مهاڄڻُ ڪوئي ناهي هر ڪو پاڻَ وڏو آ،
پر جنهن کي بندوق نه آهي سو ڄڻ مڙس جَڏو آ.",Sheikh Ayaz
"هائو، هيءَ مخلوقَ وڏي شيءَ آهي
تنهن کان پوءِ بندوق وڏي شيءِ آهي.",Sheikh Ayaz
"بادل آيا، ڪيڏي اُڻ تُڻ آهي تاڙَن ۾!
مور اُڏاڻا، گونجي ٿي بندوق پهاڙَن ۾.",Sheikh Ayaz
"ڪالهه ڪويتا جي رس تي جي چارڻ ايندا ها
روز لُريءَ ۾ ڪوئي ٻارڻ ٻارڻ ايندا ها،",Sheikh Ayaz
"هاڻي هن بندوق جي تَڙ تَڙ اهڙي واڻي آ،
هر ڪو ڄاڻي ٿو ته اُنهيءَ جي اَمر ڪهاڻي آ.",Sheikh Ayaz
"هائو، هيءَ مخلوق وڏي شيءَ آهي
تنهن کان پوءِ بندوق وڏي شيءَ آهي.",Sheikh Ayaz
"ڪوڏَ ڪئن ڪناري تي
سمنڊَ کي سَمايو آ؟",Sheikh Ayaz
"شورُ تو ڪڏهن اُن ۾
هانوَ سان هنڊايو آ؟",Sheikh Ayaz
"اڃا اُجهاڻل ڏيئو ناهيان
تون جو اچڻو آهين، آءٌ!",Sheikh Ayaz
"اڃا به ساڳيو ليئو آهيان
اچڻو آهين جي تون، آءٌ!",Sheikh Ayaz
"انت ته اچڻو آنهه
هاڻي پنڌ پري نه آ",Sheikh Ayaz
"هيل ته ريٽو ٿو لڳين
اڃا به رَچڻو آنهه؟",Sheikh Ayaz
"ڪيسين موکيءَ مڌّ ۾
مون سان مچڻو آنهه؟",Sheikh Ayaz
"تارن جهُرمٽ مان لهي
مون سان نچڻو آنهه—",Sheikh Ayaz
"انت ته اچڻو آنهه
هاڻي پنڌ پري نه آ!",Sheikh Ayaz
"رابيل- رُت، مايا نَگَرُ،
تنهنجي ڳليءَ جون ڳالهڙيون",Sheikh Ayaz
"ساڳي هوا، ساڳو پڌرُ،
تنهنجي ڳليءَ جون ڳالهڙيون.",Sheikh Ayaz
"تون مان نه، پر آهن اَمرُ
تنهنجي ڳليءَ جون ڳالهڙيون.",Sheikh Ayaz
"ڄڻ ته اوندهه ۾ ٻَري ٿو
ڪوئي ڏيئو— روهڙي.",Sheikh Ayaz
"ٿي وجهي تاريخ ۾
ڪنهن وقت لِيئو— روهڙي",Sheikh Ayaz
"”ڀائرو جنهن جاءِ آهيو
شال جِيئو“— روهڙي.",Sheikh Ayaz
"اهڙي اڳ- ڳڻتي
ڪهڙيءَ ڪَؤتا کي هئي؟
",Sheikh Ayaz
"ڪنهن هئن دانهن ٻڌي هئي
دُکي ڌرتيءَ جي؟",Sheikh Ayaz
"ڇا اڳ ڏيههَ ڏٺا هيا
ڏاهپ هئن ڏَمر؟",Sheikh Ayaz
"من- پيڙا جي ٻولڙي
ڪنهن هِئن ڪُرلائي؟",Sheikh Ayaz
"برکا رُت، اڌارت، ڇڄهري،
پاڻي پُڇَّڙَ تارن جئن.",Sheikh Ayaz
"منهنجي من ۾ ڪيئي سارون
ساوڻ جي وسڪارن جئن.",Sheikh Ayaz
"دور دور تي بادل آهن
ورهين- وڇڙيل پارن جئن.",Sheikh Ayaz
"هر هر من ۾ گيت دُکن ٿا
آڌيءَ جي انگارن جئن.",Sheikh Ayaz
"اکڙيون جو پُل لاءِ پُوريون سي ڪيئي پيارا ويجھو ها
وڇڙي ويا جي ورهين کان سي جيءَ جيارا ويجھو ها",Sheikh Ayaz
"پو به اسان جي روح نه پاتو ڀٽڪي ڀٽڪي چين
تنهنجون اکڙيون مڌ جون پياليون ڪيئي سهارا ويجھو ها",Sheikh Ayaz
"ڪئين چوان ڇا لاءِ ڇڪن ٿيون لهريون ۽ لسن ليٽ
پوءِ به اونهي سان ٽڪيا سي گرچه ڪنارا ويجھو ها",Sheikh Ayaz
"ڪئين چوان او ڪئين چوان ڇا لاءِ ٽِليا سي ٽانڊن تي
جيءَ اسان جي ۾ هئي جھِر مِر چنڊ ستارا ويجھو ها",Sheikh Ayaz
"دُور ويا مجبور هُيا، ويا سُپرين پنهنجو ساٿ ڇڏي
پو به اياز اسان جي دل کي هو دل وارا ويجھو ها",Sheikh Ayaz
"ڪنهن جي ناهي هيءَ سراء،ِ
رات گُذاريئه، هاڻي هَل.",Sheikh Ayaz
"اُن تي مَڌ جو مينهن وساءِ،
ٽِڙندو ٽانگر جئن پَل پَل.",Sheikh Ayaz
"اُڏري ڪائي لات ڪيان،
ڪيسين روڪيندو اَڻ ــ جَل.",Sheikh Ayaz
"تاڙي مار نه، جي آيو،
تنهنجي ماڙيءَ تي طوطل.",Sheikh Ayaz
"تنهن جيوَن کي آگ لڳاءِ،
جنهن ۾ ناهه ڪرم جو ڦَل.",Sheikh Ayaz
"ڪيچ هجي ڪيڏو به پري،
آريءَ پُٺيان آءُ اَٽل.",Sheikh Ayaz
"ٿَر ۾ ٿانئيڪو نه ٿيو،
ڪوئي ڪوئي ڪارايَل.",Sheikh Ayaz
"هي واريءَ تي وڏ ڦُڙو،
هي ساوڻ جو سُر منڊل.",Sheikh Ayaz
"اي ڪوئل! هي ننڊ ـــ فنو،
تو جھڙو ڪو ڪُوڪ ڪُٺَل.",Sheikh Ayaz
"ٻگھڻ ٻولي تنهنجي لاءِ،
منهنجي ڪوتا آهه ڪَجل.",Sheikh Ayaz
"سنڌڙيءَ کي سيباءِ، اياز،
پنهنجو گيڙو ويس غزل.",Sheikh Ayaz
"ڪو ئي اُنتيءَ جو اِمڪان!
سڏ، پڙاڏو ٻئي حيران.",Sheikh Ayaz
"تڙپي ٿي تهذيب اڃا،
ڪيڏو وحشي آ انسان!",Sheikh Ayaz
"ساڳيو ڏاڍي جو ڏهڪاءُ،
هيڻو اڳ جھڙو حيران.",Sheikh Ayaz
"ساڳيءَ سوريءَ تي منصور،
ساڳيو سَرمد تي بهتان.",Sheikh Ayaz
"ساڳي ڳانڌيءَ لئه گولي،
ساڳيو لال لهوءَ سان گيان.",Sheikh Ayaz
"ساڳي چارڻ جي چکيا،
ساڳيو شاعر جو شَمشان.",Sheikh Ayaz
"اڄ ڀي _ڏات مُصور جي،
رت ۾ ٻوڙي کائي نان.",Sheikh Ayaz
"جاري ساڳي جنگ جَدل،
عاري ساڳيو اَمن اَمان.",Sheikh Ayaz
"اڄ ڀي ويڙهه نٿي سوچي،
ڪنهن جو ويڙهو ٿيو ويران.",Sheikh Ayaz
"ڪنهن ماتا جي مَمتا مُئي،
ڪنهن ننگر جو نِڪتو پان.",Sheikh Ayaz
"ناگا ساڪي ڪافي ناهه،
سڀڪجھ ناس ڪندو نادان!",Sheikh Ayaz
"ميخاني ۾ پيو نه پتو،
ٻاهر رات هُيو طوفان.",Sheikh Ayaz
"هاريو مَي جو جام اياز،
ساڳيو نه رهيو هي انسان.",Sheikh Ayaz
"سوچي قاتل جو قاتل،
آيو قاتل تي ڪهڪاءُ.",Sheikh Ayaz
"پر جي ڪوئي نانگ هُجي،
تنهن کان ڪهڙو آهه بچاءُ!",Sheikh Ayaz
"سِر جي بدلي ڏين ٿو سون،
پو ڀي تو وٽ ناهه وِڪاءُ!",Sheikh Ayaz
"او وڻجارا وائيءَ جا،
مَن جو موتي ڪهڙي ڀاءُ!",Sheikh Ayaz
"گھايل مَن جا گھايل گيت،
جِن ۾ پيڙا جو پَڙلاءُ.",Sheikh Ayaz
"جِن ۾ ڌَرتيءَ ڌرتيءَ دُک،
جِن ۾ ماڻهوءَ ماڻهوءَ گھاءُ.",Sheikh Ayaz
"ڀنڀٽ بڻبا نيٺ اياز
جُڳ جُڳ جلندا منهنجا ڀاءُ!",Sheikh Ayaz
"ميلي ۾ تُون تنها تنها، ڪنهن کي ڳولين ٿو؟
اک ۾ ڳوڙها، هٿ ۾ گجرا، ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"سَر سوتيءَ جي مندر ڀرسان بيٺو واجھائين،
ڪنهن لئه ترسي تنهنجي وِينا، ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"تُنهنجون اکڙيون پو به اُڃايون، تَل تَرايون سَوَ،
هرڻيءَ جھڙا منهنجا هِردا، ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"سانجھيءَ ٽاڻي ڪارا ڪڻڇي آکيري آيا،
پرڙا کولي پيار ـــــ پکيئڙا، ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"ساري جيون مايا سپنو، تنهن ۾ سَوَ سپنا،
او سپنا، سپني جا سپنا! ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"پير پَٽيءَ تي ناهي تُنهنجو، ڪهڙو تنهنجو ماڳ؟
رستي مان نڪتا سَوَ رستا، ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"او رکوالا! کوٽين ڇو ٿو هيءَ جيون جي رکَ،
آڻي اگنيءَ جھڙي آشا، ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"اونهاري جو سِجُ ته ناهي، آهه ازل جي اکَ،
هاءِ، ڇڏي ڇَنَ جا ڇانورڙا، ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"دانهون ٿو درياهُه ڪري، ٻُڌ ڪُن ڪُن جا ڪڙڪا،
ٻيڙيءَ ٻيڙيءَ ۾ او ٻوڙا! ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"ڪاري رات، ڪَتيءَ ڏي ڪَرڪِي، ڪائي ڪُونج اُڏي،
پيارا تُون به تڪيندي تارا، ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"وَسندو رهندو آهي تو وٽ، سانَوَڻ ساري رات،
ڳوڙها ڳوڙها نيڻ نماڻا! ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"ڪوبه نه ايندو ، ڪوبه نه ايندو، ڪوبه نه تُنهنجي دُوار!
بند ڪري ڇڏ هي دروازا، ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"اَڻ ٿيڻيءَ کي چاهين، تنهنجي ٿِڻيءَ سان نه پَوي،
ڏِس ٿيڻيءَ جا ٿوڻيون ٿنڀا! ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"هي مَٿرا جا مندر، سانجھيءَ ويلي جمنا گھاٽَ،
مَنَ ۾ سِنڌوءَ جا سَوَ سپنا، ڪنهنن کي ڳولين ٿو؟",Sheikh Ayaz
"برندا بَن ۾ آيو آهين، ڪنهن جي لاءِ ڪَوي،
ڪنهن جي بنسي! ڪهڙي راڌا؟ ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"شايد تُون ئي پاڳل پُري پاڳل خاني ۾ ــــــ
پاڳل گڏجي توتي کِلندا! ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"هارُ هندوري ۾ ڪيرايو، جيڪو مُنڌَ مُئيءَ،
موتي موتي ٿي ويو پيارا! ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"خاڪ اُڏاڻي، ڪاڪ ڪري پئي، پوئين پهر اياز!
ڪهڙي مُومل منهنجا راڻا! ڪنهن کي ڳولين ٿو؟",Sheikh Ayaz
"اچڻو آهين جي تون، آءُ،
ڪيسين سانڍيان مان سوداءَ!",Sheikh Ayaz
"ڪنهن ٿي ڄاتو، اي انسان،
تو کي ڪُهندو تنهنجو ڀاءُ!",Sheikh Ayaz
"جِيون پو به ڪري ٿو چونڊ،
توڙي ڏئي ٿو موت چتاءُ.",Sheikh Ayaz
"اندر سيخون، ڪوٽ ڪڙا،
ٻاهر ڪُونجون، هِير ــ هُڳاءُ،.",Sheikh Ayaz
"اونهاري جي اوجل باک،
آءُ، اڱڻ ۾ منهنجي آءُ!",Sheikh Ayaz
"او زندان جي ڪارِي ولهه!
تو ۾ آهيان آءُ اُلاءُ.",Sheikh Ayaz
"وڃ وڃ موٽي، وڃ وڃ، ويڄ!
گهايل ڄاڻي منهنجو گهاءُ.",Sheikh Ayaz
"مون کي ڪوئي ڪونه پَلي،
پيار نه ڄاڻي ٿو پڇتاءُ",Sheikh Ayaz
"اسان جي دل اوهان جو حُسن، جي ملندا ته ڇا ٿيندو
ڪٿي جنت ڪندا آباد پنهنجي ڪا، ته ڇا ٿيندو",Sheikh Ayaz
"جهانِ نو! اوهان جي زُلفِ برهم جا هي سودائي
جڏهن دار و رسن تي جھومندا ويندا، ته ڇا ٿيندو",Sheikh Ayaz
"خوشيءَ جا راڳ ڳائيندا به ڪيسين آشيان وارا!
قفس آه و فغان سان گُونجندا رهندا، ته ڇا ٿيندو",Sheikh Ayaz
